Token	Tag
I	Eng
was	Eng
doubting	Eng
her	Eng
💀	Punct
Hahaha	Spn
!	Punct
!	Punct
Can	Eng
you	Eng
do	Eng
toast	Eng
next	Eng
.	Punct
lol	Eng
😂	Punct
😂	Punct
😂	Punct
This	Eng
series	Eng
has	Eng
me	Eng
laughing	Eng
.	Punct
😂	Punct
😂	Punct
😂	Punct
Had	Eng
me	Eng
second	Eng
guessing	Eng
🤣	Punct
Bro	Spn
had	Eng
me	Eng
rethinking	Eng
my	Eng
whole	Eng
vocabulary	Eng
😂	Punct
😂	Punct
tell	Eng
me	Eng
to	Eng
say	Eng
embarrassed	Eng
in	Eng
spanish	Eng
and	Eng
imma	Eng
head	Eng
out	Eng
“	Punct
embarazada	Spn
”	Punct
🤰	Punct
🏽	Punct
Bro	Spn
got	Eng
me	Eng
worried	Eng
I	Eng
was	Eng
turning	Eng
into	Eng
a	Eng
no	Spn
sabo	Spn
TELL	Eng
ME	Eng
WHY	Eng
I	Eng
SAID	Eng
MAPIADOR	Spn
💀	Punct
Only	Eng
wrong	Eng
answers	Eng
here	Eng
:	Punct
mapachín	Spn
BYE	Eng
I	Eng
THOUGHT	Eng
I	Eng
GOT	Eng
IT	Eng
WRONG	Eng
Bro	Spn
scared	Eng
me	Eng
for	Eng
a	Eng
second	Eng
😅	Punct
Plot	Eng
twist	Eng
he	Eng
’	Punct
s	Eng
also	Eng
a	Eng
no	Spn
sabo	Spn
and	Eng
is	Eng
just	Eng
going	Eng
with	Eng
it	Eng
😂	Punct
Mapo	Spn
Dora	Spn
the	Eng
Explora	Spn
didn	Eng
'	Punct
t	Eng
fail	Eng
me	Eng
😅	Punct
It	Eng
’	Punct
s	Eng
Mapo	Spn
obvious	Eng
You	Eng
should	Eng
do	Eng
how	Eng
do	Eng
you	Eng
say	Eng
seashell	Eng
in	Eng
Spanish	Eng
Who	Eng
else	Eng
knows	Eng
cuz	Spn
of	Eng
Dora	Spn
💀	Punct
Next	Eng
question	Eng
how	Eng
do	Eng
you	Eng
say	Eng
sandwich	Eng
in	Eng
Spanish	Eng
do	Eng
how	Eng
do	Eng
you	Eng
say	Eng
excited	Eng
in	Eng
Spanish	Eng
I	Eng
thought	Eng
I	Eng
almost	Eng
died	Eng
right	Eng
there	Eng
😳	Punct
😭	Punct
😭	Punct
Aye	Spn
bruh	Eng
you	Eng
got	Eng
me	Eng
nervous	Eng
for	Eng
a	Eng
second	Eng
not	Eng
me	Eng
looking	Eng
in	Eng
the	Eng
comments	Eng
for	Eng
the	Eng
answer	Eng
🤣	Punct
🤣	Punct
😂	Punct
I	Eng
would	Eng
die	Eng
if	Eng
they	Eng
asked	Eng
“	Punct
what	Eng
’	Punct
s	Eng
sandwich	Eng
in	Eng
Spanish	Eng
”	Punct
i	Eng
thought	Eng
it	Eng
was	Eng
mapation	Eng
Why	Eng
does	Eng
this	Eng
go	Eng
so	Eng
well	Eng
with	Eng
the	Eng
beat	Eng
😂	Punct
When	Eng
he	Eng
said	Eng
Mapa	Spn
I	Eng
was	Eng
like	Eng
“	Punct
wait	Eng
…	Punct
”	Punct
man	Eng
I	Eng
'	Punct
m	Eng
learning	Eng
spa	Eng
is	Eng
and	Eng
you	Eng
had	Eng
me	Eng
second	Eng
guessing	Eng
myself	Eng
lol	Eng
.	Punct
love	Eng
this	Eng
series	Eng
.	Punct
keep	Eng
it	Eng
up	Eng
😁	Punct
When	Eng
the	Eng
no	Spn
sabo	Spn
way	Eng
is	Eng
correct	Eng
I	Eng
WAS	Eng
WORRIED	Eng
I	Eng
DIDNT	Eng
KNOW	Eng
ONE	Eng
💀	Punct
💀	Punct
😂	Punct
😂	Punct
Puerto	Spn
Rican	Eng
’	Punct
s	Eng
would	Eng
’	Punct
ve	Eng
all	Eng
lost	Eng
MY	Eng
BOY	Eng
ROGER	Eng
GETTING	Eng
JIGGYYYY	Eng
MY	Eng
BOI	Eng
ROGER	Eng
HITTIN	Eng
THAT	Eng
he	Eng
lowkey	Eng
hit	Eng
that	Eng
MY	Eng
BOI	Eng
ROGER	Eng
😭	Punct
roger	Eng
is	Eng
amazing	Eng
man	Eng
Hello	Eng
.	Punct
👋	Punct
🏼	Punct
Jesus	Eng
is	Eng
coming	Eng
back	Eng
soon	Eng
🕊	Punct
I	Eng
wanted	Eng
to	Eng
tell	Eng
you	Eng
to	Eng
find	Eng
God	Eng
🙏	Punct
🏼	Punct
before	Eng
it	Eng
’	Punct
s	Eng
too	Eng
late	Eng
.	Punct
😇	Punct
Have	Eng
a	Eng
blessed	Eng
day	Eng
.	Punct
✝	Punct
️	Punct
Okay	Eng
nah	Eng
cause	Eng
me	Eng
my	Eng
ex	Eng
and	Eng
this	Eng
random	Eng
girl	Eng
got	Eng
sent	Eng
out	Eng
once	Eng
and	Eng
this	Eng
girl	Eng
literally	Eng
farted	Eng
and	Eng
it	Eng
sounded	Eng
like	Eng
thunder	Eng
cause	Eng
it	Eng
didnt	Eng
stop	Eng
Credit	Eng
himm	Eng
@	Punct
rogerharris627	Spn
I	Eng
have	Eng
been	Eng
looking	Eng
for	Eng
this	Eng
video	Eng
for	Eng
so	Eng
long	Eng
now	Eng
I	Eng
lost	Eng
it	Eng
a	Eng
while	Eng
back	Eng
Why	Eng
he	Eng
loook	Eng
like	Eng
lil	Eng
baby	Eng
😭	Punct
😭	Punct
@	Punct
xxkevinxx57	Spn
I	Eng
wanna	Eng
dance	Eng
like	Eng
that	Eng
A	Eng
Boogie	Eng
With	Eng
Two	Eng
Hoodies	Eng
@	Punct
yourindianstepsis	Eng
gon	Eng
be	Eng
us	Eng
in	Eng
grimmer	Eng
’	Punct
s	Eng
😭	Punct
@	Punct
elfanum	Eng
this	Eng
u	Eng
?	Punct
Nah	Eng
cause	Eng
he	Eng
goin	Eng
hard	Eng
af	Eng
My	Eng
boy	Eng
roger	Eng
😂	Punct
😂	Punct
😂	Punct
guys	Eng
what	Eng
song	Eng
is	Eng
this	Eng
?	Punct
@	Punct
_jose	Eng
.	Punct
3	Num
us	Eng
when	Eng
i	Eng
drew	Eng
that	Eng
pp	Eng
on	Eng
ur	Eng
paper	Eng
nah	Eng
man	Eng
just	Eng
u	Eng
Roger	Eng
can	Eng
dance	Eng
🔥	Punct
@	Punct
cocochalis	Spn
@	Punct
ttaylorrwillett	Eng
us	Eng
at	Eng
practice	Eng
My	Eng
nicca	Eng
roger	Eng
went	Eng
crazy	Eng
He	Eng
fye	Eng
but	Eng
I	Eng
’	Punct
ll	Eng
skin	Eng
him	Eng
Roger	Eng
snapped	Eng
!	Punct
@	Punct
drewgriffin0	Eng
did	Eng
we	Eng
eva	Spn
get	Eng
sent	Eng
outta	Eng
class	Eng
ion	Eng
rmbr	Eng
😭	Punct
Who	Eng
here	Eng
from	Eng
that	Eng
cory	Eng
x	Spn
kenshinntik	Eng
tok	Eng
reaction	Eng
video	Eng
and	Eng
he	Eng
reacted	Eng
to	Eng
this	Eng
@	Punct
iqcraxxcked	Eng
I	Eng
think	Eng
this	Eng
is	Eng
mursal	Spn
😳	Punct
@	Punct
bruh1234466	Spn
@	Punct
mista_iconic	Eng
@	Punct
reelturner	Eng
us	Eng
HE	Eng
HITTING	Eng
THAT	Eng
ONGGG	Eng
Those	Eng
are	Eng
both	Eng
US	Eng
brands	Eng
so	Eng
it	Eng
’	Punct
s	Eng
in	Eng
English	Eng
she	Eng
was	Eng
hurt	Eng
😭	Punct
mexican	Spn
mom	Eng
be	Eng
like	Eng
:	Punct
To	Eng
be	Eng
fair	Eng
she	Eng
said	Eng
crest	Eng
in	Eng
English	Eng
as	Eng
well	Eng
but	Eng
Colgate	Spn
was	Eng
the	Eng
problem	Eng
😂	Punct
Mama	Spn
need	Eng
go	Eng
to	Eng
gualmart	Eng
and	Eng
chill	Eng
she	Eng
'	Punct
s	Eng
right	Eng
She	Eng
talking	Eng
facts	Eng
tho	Eng
lmao	Spn
😂	Punct
She	Eng
not	Eng
lying	Eng
lol	Eng
She	Eng
’	Punct
s	Eng
right	Eng
lmao	Spn
actually	Eng
you	Eng
said	Eng
it	Eng
right	Eng
the	Eng
first	Eng
time	Eng
.	Punct
they	Eng
always	Eng
make	Eng
their	Eng
own	Eng
version	Eng
of	Eng
English	Eng
words	Eng
😂	Punct
😂	Punct
.	Punct
like	Eng
(	Punct
bistec	Spn
)	Punct
🥩	Punct
they	Eng
mean	Eng
to	Eng
say	Eng
beef	Eng
steak	Eng
😂	Punct
😂	Punct
😂	Punct
She	Eng
said	Eng
“	Punct
ya	Spn
ok	Eng
😔	Punct
”	Punct
haha	Spn
I	Eng
thought	Eng
you	Eng
were	Eng
talking	Eng
to	Eng
my	Eng
mom	Eng
😭	Punct
💀	Punct
💀	Punct
💀	Punct
damm	Eng
mi	Spn
mama	Spn
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
The	Eng
mom	Eng
always	Eng
mad	Eng
💀	Punct
coulgeit	Eng
lol	Eng
Need	Eng
her	Eng
@	Punct
I	Eng
was	Eng
thinking	Eng
abt	Eng
this	Eng
video	Eng
today	Eng
then	Eng
boom	Eng
pops	Eng
out	Eng
You	Eng
did	Eng
great	Eng
!	Punct
!	Punct
❤	Punct
Is	Eng
a	Eng
cardy	Eng
B	Eng
or	Eng
what	Eng
?	Punct
I	Eng
’	Punct
m	Eng
40	Num
and	Eng
I	Eng
did	Eng
to	Eng
😂	Punct
😂	Punct
😂	Punct
😂	Punct
Moms	Eng
are	Eng
always	Eng
right	Eng
🤷	Punct
🏻	Punct
‍	Punct
♀	Punct
️	Punct
you	Eng
and	Eng
ur	Eng
dad	Eng
@	Punct
fatima	Spn
The	Eng
mom	Eng
👁	Punct
👄	Punct
👁	Punct
@	Punct
itzmsbadbleep	Eng
“	Punct
Colgate	Spn
Pendeja	Spn
…	Punct
it	Eng
wasnt	Eng
even	Eng
that	Eng
deep	Eng
Tell	Eng
her	Eng
their	Eng
americab	Eng
brands	Eng
lol	Eng
she	Eng
mispronouncing	Eng
them	Eng
not	Eng
y	Spn
This	Eng
is	Eng
Totally	Eng
Mi	Spn
Mama	Spn
😅	Punct
😆	Punct
Girl	Eng
she	Eng
doesn	Eng
’	Punct
t	Eng
know	Eng
how	Eng
to	Eng
speak	Eng
English	Eng
either	Eng
lol	Eng
retainer	Eng
is	Eng
retenedor	Spn
in	Eng
Spanish	Eng
paladar	Spn
is	Eng
something	Eng
else	Eng
Why	Eng
do	Eng
I	Eng
just	Eng
feel	Eng
a	Eng
chancla	Spn
is	Eng
in	Eng
her	Eng
hand	Eng
😂	Punct
😂	Punct
“	Punct
Pues	Spn
lo	Spn
mismo	Spn
ma	Spn
”	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
yeah	Eng
I	Eng
identify	Eng
with	Eng
this	Eng
.	Punct
I	Eng
feel	Eng
like	Eng
I	Eng
sound	Eng
like	Eng
a	Eng
child	Eng
in	Eng
Spanish	Eng
“	Punct
PERO	Spn
SI	Spn
TENIA	Spn
MAA	Spn
”	Punct
is	Eng
such	Eng
a	Eng
pasia	Spn
thing	Eng
to	Eng
say	Eng
bc	Eng
same	Eng
😂	Punct
Ma	Spn
✨	Punct
Haha	Spn
reminds	Eng
my	Eng
of	Eng
HS	Eng
Spanish	Eng
trying	Eng
to	Eng
have	Eng
a	Eng
convo	Spn
with	Eng
my	Eng
Mexican	Spn
homies	Eng
haha	Spn
Lmaoo	Eng
this	Eng
was	Eng
me	Eng
when	Eng
I	Eng
returned	Eng
to	Eng
Mexico	Spn
bilingual	Eng
feelings	Eng
have	Eng
been	Eng
met	Eng
I	Eng
’	Punct
m	Eng
also	Eng
first	Eng
gen	Eng
Mex	Eng
American	Eng
and	Eng
you	Eng
’	Punct
re	Eng
the	Eng
first	Eng
person	Eng
I	Eng
’	Punct
ve	Eng
seen	Eng
speak	Eng
like	Eng
me	Spn
.	Punct
It	Eng
’	Punct
s	Eng
awesome	Eng
!	Punct
Spanish	Eng
can	Eng
be	Eng
hard	Eng
to	Eng
pronounce	Eng
sometimes	Eng
🙈	Punct
🙈	Punct
🙈	Punct
Same	Eng
🤣	Punct
🤣	Punct
I	Eng
always	Eng
mess	Eng
up	Eng
my	Eng
Spanish	Eng
when	Eng
speaking	Eng
to	Eng
my	Eng
mom	Eng
too	Eng
.	Punct
Bro	Spn
every	Eng
time	Eng
that	Eng
happens	Eng
I	Eng
just	Eng
talk	Eng
English	Eng
I	Eng
don	Eng
’	Punct
t	Eng
live	Eng
with	Eng
her	Eng
but	Eng
I	Eng
even	Eng
feel	Eng
intimidated	Eng
😅	Punct
the	Eng
auto	Eng
correction	Eng
never	Eng
fails	Eng
in	Eng
a	Eng
Mexican	Spn
household	Eng
😂	Punct
@	Punct
Ana	Spn
Saia	Eng
that	Eng
'	Punct
s	Eng
why	Eng
I	Eng
'	Punct
m	Eng
a	Eng
no	Spn
sabo	Spn
kid	Eng
I	Eng
understand	Eng
it	Eng
be	Eng
will	Eng
respond	Eng
back	Eng
in	Eng
English	Eng
😹	Punct
which	Eng
is	Eng
considered	Eng
disrespectful	Eng
but	Eng
hey	Eng
yo	Spn
no	Spn
sabo	Spn
no	Spn
sabo	Spn
☠	Punct
️	Punct
☠	Punct
️	Punct
I	Eng
feel	Eng
so	Eng
SEEN	Eng
right	Eng
now	Eng
😳	Punct
😂	Punct
Hahaha	Spn
you	Eng
are	Eng
fucking	Eng
cute	Eng
!	Punct
!	Punct
!	Punct
!	Punct
Then	Eng
she	Eng
throws	Eng
whatever	Eng
she	Eng
has	Eng
at	Eng
you	Eng
because	Eng
you	Eng
used	Eng
el	Spn
instead	Eng
of	Eng
la	Spn
one	Eng
time	Eng
😂	Punct
Girl	Eng
you	Eng
’	Punct
re	Eng
amazing	Eng
.	Punct
I	Eng
didn	Eng
’	Punct
t	Eng
start	Eng
speaking	Eng
Spanish	Eng
until	Eng
I	Eng
was	Eng
in	Eng
my	Eng
20s	Spn
and	Eng
never	Eng
around	Eng
my	Eng
parents	Eng
is	Eng
she	Eng
always	Eng
like	Eng
mad	Eng
when	Eng
you	Eng
speak	Eng
Spanish	Eng
?	Punct
?	Punct
cuz	Spn
didn	Eng
'	Punct
t	Eng
she	Eng
teach	Eng
you	Eng
the	Eng
Spanish	Eng
you	Eng
know	Eng
?	Punct
did	Eng
she	Eng
say	Eng
paladar	Spn
?	Punct
I	Eng
'	Punct
ve	Eng
never	Eng
heard	Eng
it	Eng
called	Eng
that	Eng
.	Punct
to	Eng
me	Spn
paladar	Spn
is	Eng
palate	Spn
.	Punct
retenedor	Spn
dental	Spn
is	Eng
retainer	Eng
for	Eng
me	Spn
.	Punct
Girls	Eng
it	Eng
’	Punct
s	Eng
okay	Eng
me	Eng
too	Eng
😭	Punct
you	Eng
’	Punct
re	Eng
not	Eng
alone	Eng
😭	Punct
NO	Spn
CAUSE	Eng
SAME	Eng
do	Eng
they	Eng
call	Eng
you	Eng
a	Eng
no	Spn
sabo	Spn
kid	Eng
too	Eng
:	Punct
)	Punct
hahaha	Spn
i	Eng
love	Eng
this	Eng
so	Eng
much	Eng
@	Punct
browneyedgirl530	Eng
me	Eng
asf	Eng
trying	Eng
to	Eng
speak	Eng
Spanish	Eng
🧍	Punct
🏽	Punct
‍	Punct
♀	Punct
️	Punct
💔	Punct
Same	Eng
girl	Eng
.	Punct
It	Eng
'	Punct
s	Eng
her	Eng
fault	Eng
for	Eng
not	Eng
teaching	Eng
you	Eng
earlier	Eng
😂	Punct
😂	Punct
She	Eng
just	Eng
has	Eng
to	Eng
deal	Eng
😂	Punct
😂	Punct
😂	Punct
😂	Punct
I	Eng
love	Eng
how	Eng
she	Eng
corrects	Eng
you	Eng
…	Punct
it	Eng
’	Punct
s	Eng
what	Eng
I	Eng
need	Eng
to	Eng
do	Eng
😭	Punct
so	Eng
my	Eng
kids	Eng
Spanish	Eng
can	Eng
improve	Eng
hahaha	Spn
Just	Eng
so	Eng
u	Eng
know	Eng
pelirroja	Spn
has	Eng
2	Num
Rs	Eng
bc	Eng
it	Eng
'	Punct
s	Eng
between	Eng
vowels	Eng
.	Punct
Carro	Spn
Pelirroja	Spn
Carretera	Spn
.	Punct
.	Punct
.	Punct
All	Eng
of	Eng
these	Eng
are	Eng
written	Eng
with	Eng
2	Num
Rs	Eng
bc	Eng
the	Eng
R	Eng
is	Eng
between	Eng
vowels	Eng
I	Eng
'	Punct
m	Eng
the	Eng
same	Eng
way	Eng
.	Punct
it	Eng
'	Punct
s	Eng
low	Eng
key	Eng
embarrassing	Eng
.	Punct
😂	Punct
I	Eng
would	Eng
learn	Eng
sign	Eng
language	Eng
if	Eng
she	Eng
was	Eng
my	Eng
Ma	Spn
lol	Eng
love	Eng
you	Eng
'	Punct
re	Eng
Spanish	Eng
Okay	Eng
but	Eng
my	Eng
whole	Eng
family	Eng
says	Eng
parkiar	Eng
😂	Punct
😂	Punct
it	Eng
means	Eng
you	Eng
were	Eng
promoted	Eng
to	Eng
customer	Eng
except	Eng
there	Eng
is	Eng
no	Spn
store	Eng
Parquear	Spn
and	Eng
cachar	Spn
are	Eng
also	Eng
used	Eng
in	Eng
Spanish	Eng
✨	Punct
ParKiar	Eng
✨	Punct
😂	Punct
😂	Punct
Bro	Spn
just	Eng
listening	Eng
to	Eng
u	Eng
makes	Eng
me	Eng
forget	Eng
some	Eng
Spanish	Eng
😂	Punct
buenas	Spn
nalgas	Spn
a	Spn
todos	Spn
😂	Punct
😂	Punct
😂	Punct
😂	Punct
i	Eng
think	Eng
i	Eng
laughed	Eng
to	Eng
hard	Eng
i	Eng
woke	Eng
someone	Eng
up	Eng
😂	Punct
😂	Punct
bro	Spn
idk	Eng
how	Eng
but	Eng
I	Eng
'	Punct
m	Eng
slowly	Eng
losing	Eng
my	Eng
Spanish	Eng
everyone	Eng
I	Eng
look	Eng
at	Eng
these	Eng
no	Spn
Sabo	Spn
video	Eng
'	Punct
s	Eng
🥲	Punct
At	Eng
least	Eng
the	Eng
Tio	Eng
is	Eng
safe	Eng
bro	Spn
the	Eng
more	Eng
i	Eng
watch	Eng
these	Eng
the	Eng
more	Eng
i	Eng
forget	Eng
how	Eng
to	Eng
speak	Eng
spanish	Eng
💀	Punct
I	Eng
just	Eng
realized	Eng
that	Eng
when	Eng
he	Eng
said	Eng
“	Punct
askiar	Eng
”	Punct
he	Eng
meant	Eng
to	Eng
ask	Eng
💀	Punct
💀	Punct
💀	Punct
Does	Eng
the	Eng
king	Eng
respond	Eng
?	Punct
👑	Punct
I	Eng
mean	Eng
he	Eng
got	Eng
parquear	Spn
right	Eng
at	Eng
least	Eng
in	Eng
PR	Eng
😂	Punct
supper	Eng
funny	Eng
dude	Spn
he	Eng
used	Eng
all	Eng
the	Eng
no	Spn
sabo	Spn
kid	Eng
words	Eng
They	Eng
make	Eng
u	Eng
take	Eng
a	Eng
Spanish	Eng
test	Eng
before	Eng
you	Eng
enter	Spn
.	Punct
no	Spn
sabo	Spn
kid	Eng
and	Eng
was	Eng
able	Eng
to	Eng
understand	Eng
everything	Eng
😎	Punct
I	Eng
don	Eng
’	Punct
t	Eng
get	Eng
it	Eng
what	Eng
does	Eng
he	Eng
mean	Eng
by	Eng
buenas	Spn
nalgas	Spn
a	Spn
todos	Spn
like	Eng
what	Eng
what	Eng
he	Eng
want	Eng
to	Eng
say	Eng
😂	Punct
cachar	Spn
is	Eng
a	Eng
word	Eng
used	Eng
in	Eng
chile	Eng
I	Eng
feel	Eng
like	Eng
this	Eng
is	Eng
TRUE	Eng
Love	Eng
this	Eng
😂	Punct
😂	Punct
😂	Punct
😂	Punct
😂	Punct
no	Spn
es	Spn
catchar	Eng
🤔	Punct
my	Eng
family	Eng
uses	Eng
catchar	Eng
and	Eng
parkiar	Eng
Do	Eng
when	Eng
ur	Eng
dad	Eng
pushes	Eng
u	Eng
into	Eng
driving	Eng
and	Eng
the	Eng
no	Spn
sabo	Spn
says	Eng
"Punct	O	N/A	N/A	N/A	N/A
no	Spn	O	39.04	44.89	-2.38	42.51
sabo	Spn	O	16.37	33.68	-1.01	32.67
driviar	Eng	O	35.57	22.31	-2.38	33.19"	Punct
I	Eng
lost	Eng
my	Eng
Spanish	Eng
for	Eng
a	Eng
bit	Eng
but	Eng
slowly	Eng
getting	Eng
it	Eng
Back	Eng
💪	Punct
You	Eng
should	Eng
make	Eng
a	Eng
video	Eng
of	Eng
you	Eng
shopping	Eng
with	Eng
a	Eng
mom	Eng
and	Eng
you	Eng
tell	Eng
her	Eng
that	Eng
dress	Eng
or	Eng
something	Eng
is	Eng
expensivo	Spn
bro	Spn
I	Eng
use	Eng
some	Eng
of	Eng
these	Eng
word	Eng
cause	Eng
my	Eng
mexican	Spn
parents	Eng
said	Eng
Parkiando	Spn
gotta	Eng
let	Eng
the	Eng
fam	Eng
pass	Eng
not	Eng
me	Eng
remembering	Eng
i	Eng
said	Eng
jumpiar	Eng
once	Eng
Bro	Spn
I	Eng
forgot	Eng
some	Eng
words	Eng
in	Eng
Spanish	Eng
bc	Eng
of	Eng
you	Eng
I	Eng
swear	Eng
I	Eng
’	Punct
m	Eng
not	Eng
an	Eng
idiot	Eng
I	Eng
’	Punct
m	Eng
just	Eng
bilingual	Eng
😂	Punct
😂	Punct
.	Punct
Love	Eng
it	Eng
!	Punct
!	Punct
When	Eng
I	Eng
read	Eng
my	Eng
brain	Eng
will	Eng
sometimes	Eng
automatically	Eng
read	Eng
words	Eng
in	Eng
Spanish	Eng
.	Punct
🧠	Punct
Happens	Eng
to	Eng
the	Eng
best	Eng
of	Eng
us	Eng
Me	Eng
with	Eng
“	Punct
Jewelry	Eng
”	Punct
that	Eng
took	Eng
years	Eng
to	Eng
get	Eng
down	Eng
😭	Punct
bilingual	Eng
problem	Eng
'	Punct
s	Eng
.	Punct
.	Punct
.	Punct
am	Eng
I	Eng
right	Eng
lol	Eng
Tell	Eng
more	Eng
stories	Eng
where	Eng
people	Eng
didn	Eng
’	Punct
t	Eng
know	Eng
your	Eng
speak	Eng
Spanish	Eng
😂	Punct
me	Eng
with	Eng
the	Eng
word	Eng
‘	Punct
relationship	Eng
’	Punct
-	Punct
I	Eng
can	Eng
’	Punct
t	Eng
say	Eng
it	Eng
fast	Eng
😭	Punct
not	Eng
bilingual	Eng
wish	Eng
I	Eng
was	Eng
but	Eng
I	Eng
can	Eng
'	Punct
t	Eng
say	Eng
abdominal	Eng
.	Punct
it	Eng
comes	Eng
out	Eng
as	Eng
abominable	Eng
.	Punct
and	Eng
I	Eng
work	Eng
in	Eng
healthcare	Eng
🤦	Punct
🏼	Punct
‍	Punct
♀	Punct
️	Punct
I	Eng
don	Eng
’	Punct
t	Eng
hear	Eng
an	Eng
American	Eng
when	Eng
you	Eng
speak	Eng
Spanish	Eng
👍	Punct
same	Eng
here	Eng
but	Eng
both	Eng
of	Eng
my	Eng
parents	Eng
are	Eng
American	Eng
but	Eng
I	Eng
speak	Eng
Spanish	Eng
100	Num
%	Punct
😂	Punct
😂	Punct
😂	Punct
I	Eng
’	Punct
m	Eng
a	Eng
bilingual	Eng
Arabic	Eng
speaker	Eng
…	Punct
sometimes	Eng
I	Eng
say	Eng
Ofrah	Eng
instead	Eng
of	Eng
Oprah	Eng
.	Punct
My	Eng
friends	Eng
…	Punct
they	Eng
laugh	Eng
🥺	Punct
How	Eng
am	Eng
I	Eng
early	Eng
ong	Eng
-	Punct
me	Eng
with	Eng
"Punct	O	N/A	N/A	N/A	N/A
specific	Eng	O	42.87	2.66	-0.8	42.07"	Punct
I	Eng
'	Punct
d	Eng
say	Eng
"Punct	O	N/A	N/A	N/A	N/A
pacific	Eng	O	31.16	14.38	-0.8	30.36"	Punct
with	Eng
an	Eng
"Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005"	Punct
😂	Punct
Me	Spn
.	Punct
Wait	Eng
when	Eng
you	Eng
learn	Eng
another	Eng
language	Eng
😂	Punct
I	Eng
live	Eng
in	Eng
Canada	Spn
in	Eng
the	Eng
province	Eng
of	Eng
Quebec	Spn
and	Eng
I	Eng
had	Eng
to	Eng
learn	Eng
French	Eng
.	Punct
😂	Punct
😂	Punct
I	Eng
have	Eng
the	Eng
same	Eng
issues	Eng
😂	Punct
hey	Eng
i	Eng
love	Eng
your	Eng
videos	Eng
so	Eng
much	Eng
!	Punct
!	Punct
!	Punct
!	Punct
!	Punct
I	Eng
still	Eng
struggle	Eng
saying	Eng
coincidence	Eng
Exactly	Eng
…	Punct
.	Punct
.	Punct
this	Eng
girl	Eng
know	Eng
how	Eng
I	Eng
been	Eng
feeling	Eng
my	Eng
whole	Eng
life	Eng
lol	Eng
😂	Punct
I	Eng
hear	Eng
no	Spn
accent	Eng
when	Eng
u	Eng
speak	Eng
in	Eng
Spanish	Eng
and	Eng
I	Eng
’	Punct
m	Eng
Latina	Spn
😂	Punct
🥰	Punct
One	Eng
of	Eng
my	Eng
teachers	Eng
in	Eng
college	Eng
was	Eng
from	Eng
Puerto	Spn
Rico	Spn
and	Eng
he	Eng
spoke	Eng
very	Eng
fast	Eng
English	Eng
so	Eng
fast	Eng
that	Eng
sometimes	Eng
he	Eng
would	Eng
switch	Eng
into	Eng
Spanish	Eng
😂	Punct
someone	Eng
that	Eng
gets	Eng
me	Spn
!	Punct
!	Punct
!	Punct
i	Eng
have	Eng
a	Eng
hard	Eng
time	Eng
with	Eng
some	Eng
words	Eng
like	Eng
gastritis	Spn
.	Punct
i	Eng
say	Eng
it	Eng
in	Eng
Spanish	Eng
and	Eng
not	Eng
English	Eng
😂	Punct
I	Eng
have	Eng
the	Eng
same	Eng
problem	Eng
but	Eng
my	Eng
native	Eng
language	Eng
is	Eng
Spanish	Eng
Same	Eng
Yep	Eng
!	Punct
!	Punct
!	Punct
Lol	Eng
Okay	Eng
I	Eng
feel	Eng
you	Eng
!	Punct
!	Punct
!	Punct
so	Eng
TRUE	Eng
😂	Punct
@	Punct
R	Eng
.	Punct
A	Spn
.	Punct
G	Eng
yes	Eng
Me	Eng
too	Eng
😭	Punct
Girl	Eng
SAME	Eng
The	Eng
”	Punct
Naw	Eng
too	Eng
late	Eng
got	Eng
me	Eng
”	Punct
😂	Punct
😂	Punct
*	Punct
cries	Eng
in	Eng
Spanish	Eng
*	Punct
😂	Punct
Should	Eng
’	Punct
ve	Eng
said	Eng
el	Spn
edgar	Spn
I	Eng
be	Eng
tryna	Eng
grow	Eng
my	Eng
hair	Eng
out	Eng
and	Eng
my	Eng
parents	Eng
are	Eng
like	Eng
naw	Eng
😒	Punct
fr	Eng
tho	Eng
why	Eng
do	Eng
hispanic	Eng
parents	Eng
force	Eng
you	Eng
to	Eng
get	Eng
a	Eng
haircut	Eng
when	Eng
you	Eng
have	Eng
like	Eng
2	Num
inches	Eng
of	Eng
hair	Eng
Mr	Eng
clean	Eng
at	Eng
the	Eng
end	Eng
😳	Punct
yoo	Eng
I	Eng
’	Punct
m	Eng
here	Eng
🇲	Punct
🇽	Punct
🇲	Punct
🇽	Punct
🇲	Punct
🇽	Punct
my	Eng
mom	Eng
always	Eng
chose	Eng
my	Eng
cut	Eng
so	Eng
I	Eng
got	Eng
the	Eng
buz	Spn
cut	Eng
all	Eng
the	Eng
time	Eng
😭	Punct
😭	Punct
Nah	Eng
we	Eng
get	Eng
the	Eng
buzz	Eng
cut	Eng
the	Eng
#	Punct
1	Num
off	Eng
the	Eng
grid	Eng
😂	Punct
Bro	Spn
that	Eng
reminded	Eng
me	Eng
of	Eng
that	Eng
kid	Eng
that	Eng
was	Eng
Pelon	Spn
pelon	Spn
pelon	Spn
pelooooooon	Spn
and	Eng
then	Eng
he	Eng
started	Eng
crying	Eng
😂	Punct
The	Eng
fact	Eng
that	Eng
